Team,EventKey,Award
33, 2012gl, Regional Chairmans Award
33, 2012gl, Deans List Finalist
33, 2010arc, Division Finalist
33, 2004cmp, Delphi Excellence in Engineering
33, 2011gg, Winner
33, 2011gg, Quality
33, 2001cmp, Championship Finalist
33, 2016mitry, District Event Winner
33, 2016mitry, Quality
33, 2015misou, District Event Winner
33, 2015misou, GM Industrial Design
33, 2006arc, Division Finalist
33, 2002mi, Regional Winner
33, 2006mi, Imagery
33, 2014mitry, Winner
33, 2014mitry, Quality
33, 2014arc, Championship Finalist
33, 2010oc, Regional Chairmans Award
33, 2010oc, Coopertition Award
33, 2010oc, Regional Finalist
33, 2001arc, Division Winner
33, 2007gl, Imagery
33, 2007gl, Team Spirit
33, 2010cmp, GM Industrial Design
33, 1999il, Best Play of the Day Award
33, 2009gg, Regional Chairmans Award
33, 2013arc, Division Winner
33, 2009gl, State Championship Chairmans Award
33, 2010gg, GM Industrial Design
33, 2010gg, Regional Finalist
33, 2005dt, GM Industrial Design
33, 2005dt, Regional Finalist
33, 2007dt, Creativity
33, 2009cmp, Imagery
33, 2007mi, Innovation in Controls
33, 2006gl, Delphi Excellence in Engineering
33, 2005cur, Division Winner
329, 2009ny, Judges Award
329, 2009ny, Woodie Flowers Award
329, 2013nyli, Delphi Excellence in Engineering
329, 2013nyli, Deans List Finalist
329, 2011li, Regional Chairmans Award
329, 2001new, Division Finalist
329, 2014nyli, Regional Winner
329, 2014nyli, Delphi Excellence in Engineering
329, 2009cur, Division Finalist
329, 2015onwa, Imagery
329, 2007li, Innovation in Controls
329, 2006li, Regional Finalist
329, 2006li, Creativity
329, 2011cmp, Team Spirit
329, 2014mdba, Deans List Finalist
329, 2014mdba, Regional Engineering Inspiration?
329, 2009li, Regional Finalist
329, 2009li, Entrepreneurship
329, 2002arc, Incredible Play
329, 2003li, Innovation in Controls
329, 2013mdba, Regional Winner
329, 2013mdba, Quality
329, 2008li, Regional Chairmans Award
329, 2012li, Safety
329, 2012li, Regional Finalist
329, 2016nyli, Gracious Professionalism
329, 2016nyli, Regional Finalist
329, 2015carv, Team Spirit
329, 2002li, Creativity
329, 2012ny, Regional Engineering Inspiration?
329, 2016utwv, Deans List Finalist
329, 2016utwv, Regional Engineering Inspiration
329, 2015nyli, Woodie Flowers Finalist
329, 2015nyli, Regional Engineering Inspiration
74, 2011gt, Innovation in Controls
74, 2006il, GM Industrial Design
74, 2016inwch, Delphi Excellence in Engineering
74, 2011mi, Innovation in Controls
74, 2001mi1, Regional Winner
74, 2001mi1, Quality
74, 2005mi, Autodesk Award
74, 2004mi, Autodesk Award
74, 2015miesc, Quality
74, 2002mi, Regional Chairmans Award
74, 2009mi, Judges Award
74, 1998il, Judges Award
74, 2003il, Autodesk Award
74, 2011swm, Regional Finalist
74, 2011swm, Innovation in Controls
74, 2014miwmi, Judges Award
74, 2014cmp, Championship Winner
74, 2016mitvc, District Event Winner
74, 2016mitvc, Gracious Professionalism
74, 2013migul, Judges Award
74, 2014micmp, Regional Finalist
74, 2003mi, Quality
74, 2003mi, Autodesk Award
74, 2014cur, Championship Winner
74, 2003gl, Autodesk Award
74, 2001arc, Division Finalist
74, 2001mi2, Regional Finalist
74, 2015miwmi, Innovation in Controls
1099, 2016ctwat, District Finalist
1099, 2016ctwat, Team Spirit
1099, 2007ct, Autodesk Award
1099, 2009ma, Regional Winner
1099, 2009ma, Autodesk Award
1099, 2013mabo, Team Spirit
1099, 2008ma, Autodesk Award
1099, 2014ctgro, Delphi Excellence in Engineering
1099, 2016cthar, Judges Award
1099, 2011ma, Winner
1099, 2011ma, Woodie Flowers Award
461, 2012in, Gracious Professionalism
461, 2013inwl, Deans List Finalist
461, 2002mo, Team Spirit
461, 2006cmp, Website Design Award
461, 2007in, Regional Finalist
461, 2002oh, Imagery
461, 2005in, Website Design Award
461, 2014inth, Creativity
461, 2001il, Team Spirit
461, 2006in, Entrepreneurship
461, 2006in, Website Award
461, 2011in, Judges Award
461, 2011in, Website Award
461, 2011in, Deans List Finalist
461, 2016inwch, District Finalist
461, 2016inwch, District Engineering Inspiration
461, 2009in, Judges Award
461, 2009in, Regional Finalist
461, 2003il, Regional Chairmans Award
461, 2015inind, District Engineering Inspiration
461, 2009oh, Judges Award
461, 2004cur, Division Finalist
461, 2010in, Website Award
461, 2010in, Regional Engineering Inspiration?
461, 2010cmp, Championship - Web Site Award
461, 2005il, Team Spirit
461, 2000il, Rookie All-Star
461, 2004gl, Innovation in Controls
461, 2006oh, Regional Finalist
461, 2006oh, Website Award
461, 2006oh, Regional Engineering Inspiration?
461, 2004il, Website Design Award
461, 2008in, Regional Finalist
461, 2008in, Creativity
461, 2007mo, Website Award
461, 2007mo, Regional Engineering Inspiration
461, 2015incmp, Judges Award
461, 2012dc, Regional Chairmans Award
6221, 2016azfl, Rookie All-Star
6221, 2016azfl, Highest Rookie Seed
3853, 2012az, Coopertition Award
3853, 2016azpx, Regional Winner
4930, 2015nytr, Regional Winner
4930, 2016nyro, Regional Finalist
4930, 2016nyro, Wildcard
4930, 2014nyro, Rookie All-Star
4930, 2014ohcl, Rookie All-Star
4930, 2014ohcl, Highest Rookie Seed Award
5437, 2016txlu, Regional Finalist
5437, 2016txlu, Delphi Excellence in Engineering
5437, 2016txlu, Wildcard
5437, 2015arfa, Rookie All-Star
5437, 2015arfa, Highest Rookie Seed
5437, 2016txda, Gracious Professionalism
1622, 2009nv, Regional Winner
1622, 2009nv, GM Industrial Design
1622, 2009nv, Safety
1622, 2013casb, Safety
1622, 2005ca, Highest Rookie Seed
1622, 2006nv, Safety
1622, 2015casd, Safety
1622, 2015casd, Regional Engineering Inspiration
1622, 2008ca, Imagery
1622, 2011sdc, Safety
1622, 2011sdc, Autodesk Award
1622, 2016casd, Safety
1622, 2016casd, Entrepreneurship
1622, 2012sdc, Safety
1622, 2012sdc, Regional Engineering Inspiration?
1622, 2011sj, Safety
1622, 2011sj, Creativity
1622, 2015flfo, Safety
1622, 2015lake, Safety
1622, 2015lake, Imagery
1622, 2013casd, Safety
1622, 2013casd, Woodie Flowers Finalist
1622, 2013casd, Deans List Finalist
1622, 2013casd, Regional Engineering Inspiration?
1622, 2010sdc, GM Industrial Design
1622, 2010sdc, Autodesk Award
1622, 2010nv, Judges Award
1622, 2010nv, Safety
1622, 2013hiho, GM Industrial Design
1622, 2012wa, Judges Award
1622, 2007sdc, Judges Award
1622, 2007sdc, Safety
1622, 2014txho, Quality
1622, 2016utwv, Imagery
1622, 2016idbo, Regional Chairmans Award
1622, 2016idbo, Safety
1622, 2016idbo, Imagery
1622, 2008sdc, Safety
1622, 2014wimi, Safety
1622, 2007ca, GM Industrial Design
1622, 2009sdc, Quality
2522, 2014pncmp, Regional Chairmans Award
2522, 2014wasno, District Chairmans Award
2522, 2014wasno, Regional Finalist
2522, 2015wasno, District Event Winner
2522, 2015wasno, Safety
2522, 2015waahs, District Event Winner
2522, 2015waahs, GM Industrial Design
2522, 2015waahs, Safety
2522, 2014washo, Regional Finalist
2522, 2012wa2, Regional Engineering Inspiration?
2522, 2016waamv, District Finalist
2522, 2016waamv, Creativity
2522, 2016wasno, District Event Winner
2522, 2016wasno, Safety
2522, 2016wasno, District Engineering Inspiration
2522, 2016pncmp, Imagery
2522, 2012was, Imagery
2522, 2015pncmp, Safety
2522, 2014wamou, Winner
2522, 2014wamou, Delphi Excellence in Engineering
2522, 2014wamou, Entrepreneurship
2522, 2016hiho, Regional Engineering Inspiration
2522, 2013wase, Quality
2522, 2013wach, Entrepreneurship
1756, 2015ilch, Regional Finalist
1756, 2015ilch, Delphi Excellence in Engineering
1756, 2013inwl, Delphi Excellence in Engineering
1756, 2015new, Quality
1756, 2015new, Championship Subdivision Finalist
1756, 2006il, Regional Winner
1756, 2006il, Rookie All-Star
1756, 2006il, Highest Rookie Seed Award
1756, 2006il, Autodesk Award
1756, 2006cmp, Rookie All-Star
1756, 2015ilil, Regional Winner
1756, 2015ilil, Creativity
1756, 2014ilil, GM Industrial Design
1756, 2012in, Regional Winner
1756, 2012in, Quality
1756, 2013inth, Regional Finalist
1756, 2016ilch, GM Industrial Design
1756, 2014inwl, Regional Finalist
1756, 2014inwl, Imagery
1756, 2016ilpe, Regional Finalist
1756, 2016ilpe, Wildcard
5726, 2016txsa, Regional Winner
2783, 2013mosl, Deans List Finalist
2783, 2013mosl, Regional Engineering Inspiration?
2783, 2010in, Judges Award
2783, 2012mo, Regional Finalist
2783, 2016mosl, Regional Engineering Inspiration
2783, 2012tn, Deans List Finalist
2783, 2013ohic, Safety
2783, 2013ohic, Entrepreneurship
2783, 2015tnkn, Deans List Finalist
2783, 2014mosl, Safety
2783, 2014mosl, Entrepreneurship
2783, 2011in, Safety
2783, 2015mosl, Regional Chairmans Award
2783, 2015mosl, Regional Finalist
2783, 2009in, Rookie All-Star
2783, 2016alhu, Safety
2783, 2016alhu, Deans List Finalist
3042, 2016mndu2, Team Spirit
3042, 2016mndu2, Deans List Finalist
3042, 2016mnmi2, Regional Winner
3042, 2014mnmi2, Regional Winner
1250, 2016miliv, Gracious Professionalism
1250, 2016miliv, District Finalist
1250, 2008oh, Gracious Professionalism
1250, 2009dt1, Gracious Professionalism
1250, 2009dt1, Regional Finalist
1250, 2013miliv, Gracious Professionalism
1250, 2010gl, Gracious Professionalism
1250, 2011ww, GM Industrial Design
1250, 2014miliv, Team Spirit
1250, 2009oc, Entrepreneurship
1250, 2007mo, Entrepreneurship
1250, 2016miwat, Gracious Professionalism
1250, 2015miliv, Gracious Professionalism
1250, 2014misou, Gracious Professionalism
1250, 2014misou, Regional Finalist
1250, 2004dt, Highest Rookie Seed Award
2363, 2014gal, Championship Winner
2363, 2011sc, Winner
2363, 2011sc, Delphi Excellence in Engineering
2363, 2015vari, Regional Winner
2363, 2011va, GM Industrial Design
2363, 2011va, Regional Finalist
2363, 2016vahay, District Event Winner
2363, 2016vapor, District Chairmans Award
2363, 2016vapor, District Finalist
2363, 2009va, Safety
2363, 2008va, Rookie Inspiration
2363, 2013vari, Quality
2363, 2013vari, Regional Finalist
2363, 2010va, Quality
2363, 2014vari, Deans List Finalist
2363, 2010dc, Safety
2363, 2014mdba, Regional Winner
2363, 2014mdba, GM Industrial Design
2363, 2015mdcp, Regional Winner
2363, 2015mdcp, Innovation in Controls
3044, 2012roc, Regional Finalist
3044, 2015nytr, Deans List Finalist
3044, 2016nyro, GM Industrial Design
3044, 2016nyro, Safety
3044, 2016nyro, Regional Finalist
3044, 2016nyro, Wildcard
3044, 2014nyro, Safety
3044, 2014nyro, Regional Finalist
3044, 2014nyro, Team Spirit
3044, 2013mawo, Regional Winner
3044, 2013mawo, Team Spirit
3044, 2015nyro, Entrepreneurship
3044, 2014nytr, Team Spirit
3044, 2016nytr, Team Spirit
3238, 2014pncmp, Safety
3238, 2011wa, Regional Finalist
3238, 2011wa, Delphi Excellence in Engineering
3238, 2015wasno, District Finalist
3238, 2015wasno, Delphi Excellence in Engineering
3238, 2016pncmp, District Championship Winner
3238, 2016pncmp, Safety
3238, 2015waell, Safety
3238, 2015waell, Delphi Excellence in Engineering
3238, 2016wamou, Imagery
3238, 2016waamv, District Event Winner
3238, 2016waamv, Safety
3238, 2016waamv, Imagery
3238, 2012wa, Quality
3238, 2014waell, Winner
3238, 2014waell, Safety
3238, 2014waell, Innovation in Controls
3238, 2010wa, Rookie All-Star
3238, 2015pncmp, Creativity
3238, 2014wamou, Regional Finalist
3238, 2014wamou, Imagery
3238, 2013wase, Delphi Excellence in Engineering
1510, 2008or, Team Spirit
1510, 2016orwil, District Engineering Inspiration
1510, 2015orore, District Finalist
1510, 2011or, Regional Chairmans Award
1510, 2012wa2, Regional Finalist
1510, 2011wa2, Winner
1510, 2016orore, Judges Award
1510, 2012or, Deans List Finalist
1510, 2005cur, Highest Rookie Seed
1510, 2005cur, Division Finalist
1510, 2015orphi, Team Spirit
1510, 2015pncmp, District Championship Finalist
1510, 2008wa, Gracious Professionalism
1510, 2016orphi, District Chairmans Award
1510, 2006or, Creativity
1510, 2015orwil, Creativity
3303, 2016casj, GM Industrial Design
3303, 2016casj, Regional Finalist
3303, 2016casj, Wildcard
3303, 2013cama, Gracious Professionalism
3560, 2016onwa, Regional Winner
3560, 2011on, Rookie Inspiration
4391, 2014miesc, Quality
4391, 2014mitvc, Winner
4391, 2016miesc, District Event Winner
4391, 2016miesc, Innovation in Controls
4391, 2016micmp, Quality
4391, 2015miesc, GM Industrial Design
4391, 2015miesc, District Finalist
4391, 2012gt, Regional Finalist
4391, 2015mitvc, GM Industrial Design
2834, 2012gl, Deans List Finalist
2834, 2014mibed, District Chairmans Award
2834, 2016micmp, Regional Chairmans Award
2834, 2016mihow, District Event Winner
2834, 2016mihow, Entrepreneurship
2834, 2012swm, Regional Finalist
2834, 2012swm, Entrepreneurship
2834, 2012swm, Website Award
2834, 2011gg, Website Award
2834, 2011gg, Regional Engineering Inspiration?
2834, 2013miwfd, Regional Engineering Inspiration?
2834, 2016milak, District Chairmans Award
2834, 2016milak, District Event Winner
2834, 2013midet, District Chairmans Award
2834, 2013midet, Safety
2834, 2014mimid, Entrepreneurship
2834, 2013ohcl, Regional Winner
2834, 2009dt, Rookie All-Star
2834, 2010dt, Judges Award
2834, 2010dt, Website Award
2834, 2011oc1, Regional Finalist
2834, 2011oc1, Entrepreneurship
2834, 2011oc1, Website Award
2834, 2015migul, District Event Winner
2834, 2015migul, District Engineering Inspiration
2834, 2013cmp, FIRST Deans List Award
2834, 2012oc1, Imagery
2834, 2012oc1, Website Award
2834, 2012oc1, Regional Engineering Inspiration?
2834, 2009gl, Rookie All-Star
2834, 2009gl, Highest Rookie Seed Award
2834, 2010gg, Website Award
2834, 2010gg, Regional Engineering Inspiration?
2834, 2013micmp, Deans List Finalist
2834, 2009gt, Entrepreneurship
2834, 2015micmp, Creativity
2834, 2011gl, Website Award
2834, 2015micen, District Event Winner
2834, 2015micen, Innovation in Controls
2834, 2010gl, Winner
2834, 2010gl, Website Award
177, 2016ctwat, District Event Winner
177, 2004gal, Division Finalist
177, 1998nh, Quality
177, 2012ct, GM Industrial Design
177, 2016necmp, GM Industrial Design
177, 2004ct, Website Design Award
177, 1996nh, Best Offensive Round
177, 1999pa, Creativity
177, 2001ct, Regional Winner
177, 2011wor, GM Industrial Design
177, 2011wor, Regional Finalist
177, 2011wor, Woodie Flowers Award
177, 2014cthar, Winner
177, 2015maspr, Entrepreneurship
177, 2016cthar, District Finalist
177, 2010new, Division Winner
177, 2009new, Division Winner
177, 2006gal, Division Winner
177, 2011cmp, Championship Finalist
177, 2004pa, Regional Winner
177, 2004pa, Creativity
177, 2007new, Division Winner
177, 2014necmp, Regional Winner
177, 1998cmp, Quality
177, 1998cmp, #1 Seed
177, 2011ct, GM Industrial Design
177, 2011ct, Regional Finalist
177, 2003ct, Regional Finalist
177, 2010cmp, Championship - Champion
177, 2006ct, Regional Winner
177, 2006pa, Regional Winner
177, 2008ct, Website Award
177, 1999cmp, Delphi Excellence in Engineering
177, 2007cmp, Championship - Championship Winner
177, 2011arc, Division Winner
177, 2001gal, Division Winner
177, 2008arc, Division Winner
177, 2001mi2, GM Industrial Design
177, 2014nhnas, Winner
177, 2014nhnas, Entrepreneurship
177, 2012wor, GM Industrial Design
2415, 2013dcwa, Regional Finalist
2415, 2013dcwa, Entrepreneurship
2415, 2010ga, Regional Chairmans Award
2415, 2015txsa, Regional Winner
2415, 2015txsa, Judges Award
2415, 2014txda, Team Spirit
2415, 2014txda, Regional Engineering Inspiration?
2415, 2016gaken, Gracious Professionalism
2415, 2013arc, Division Finalist
2415, 2016gacmp, District Championship Finalist
2415, 2016gacmp, Creativity
2415, 2008ga, Rookie All-Star
2415, 2008ga, Highest Rookie Seed Award
2415, 2011ga, Winner
2415, 2011ga, Deans List Finalist
2415, 2011ga, Regional Engineering Inspiration?
2415, 2011stx, Judges Award
2415, 2015tes, Championship Subdivision Finalist
2415, 2009ga, Regional Winner
2415, 2009ga, Entrepreneurship
2415, 2009sc, Regional Winner
2415, 2009sc, Entrepreneurship
2415, 2013gadu, Regional Engineering Inspiration?
2415, 2012tx, Regional Engineering Inspiration?
2415, 2014gadu, Entrepreneurship
2415, 2014gadu, Deans List Finalist
2415, 2012ga, Regional Winner
2415, 2012ga, Entrepreneurship
2415, 2012ga, Deans List Finalist
2415, 2011nc, Winner
2415, 2011nc, Entrepreneurship
2415, 2016gacol, District Finalist
2415, 2016gacol, Team Spirit
6171, 2016txda, Rookie All-Star
4468, 2016gaken, District Engineering Inspiration
4468, 2016gacol, District Event Winner
4468, 2013gadu, Rookie Inspiration
4468, 2013gadu, Woodie Flowers Finalist
4468, 2013gadu, Deans List Finalist
4468, 2015gadu, Regional Finalist
4468, 2015gadu, Deans List Finalist
4468, 2015gadu, Regional Engineering Inspiration
4468, 2016gacmp, Deans List Finalist
4468, 2016gacmp, Regional Engineering Inspiration
3655, 2016miwat, District Finalist
4905, 2016necmp, Deans List Finalist
4905, 2014necmp, Rookie All-Star
4905, 2016marea, District Finalist
4905, 2015marea, District Chairmans Award
4905, 2014mawor, Rookie All-Star
4905, 2016nhgrs, District Chairmans Award
5809, 2016ohci, Rookie All-Star
5114, 2014miliv, Highest Rookie Seed Award
5114, 2014miliv, Rookie Inspiration
5114, 2015micmp, Safety
5114, 2016miket, Safety
5114, 2016miket, Entrepreneurship
5114, 2014miket, Rookie All-Star
5114, 2014miket, Safety
5114, 2015miliv, Quality
5114, 2016mimid, District Finalist
5114, 2016mimid, Team Spirit
1405, 2015nyro, Imagery
1405, 2004md, Regional Winner
1405, 2004md, Highest Rookie Seed Award
1405, 2013nyro, Regional Winner
1405, 2016nyro, Regional Winner
1405, 2016nyro, Creativity
